	Aorta1	Aorta2	Aorta3	Aorta4	Aorta5	Aorta6	Aorta7	Aorta8	Aorta9	Aorta10	IMA1	IMA2	IMA3	IMA4	IMA5	IMA6	IMA7	IMA8	IMA9	IMA10	Radial1	Radial2	Radial3	Radial4	Radial5	Radial6	Radial7	Radial8	Radial9	Radial10	Vein1	Vein2	Vein3	Vein4	Vein5	Vein6	Vein7	Vein8	Vein9	Vein10
SDF1	138.6	46.6	10.2	36.4	116.4	37.8	69.4	41.2	131.3	52.8	29.5	24.9	267.9	97.7	40.2	13.1	472.0	37.1	40.2	14.8	317.8	26.9	28.1	17.5	322.7	32.8	61.8	38.6	304.7	30.2	21.7	28.5	225.7	31.2	49.1	116.1	414.2	124.9	70.1	19.4
SLPI	89.5	65.8	29.6	8.3	153.3	36.2	46.1	4.1	281.9	72.6	46.7	2.0	192.8	334.5	12.4	4.1	200.8	20.3	27.1	22.295313506157058	324.5	24.7	22.5	11.713554495328165	141.0	38.2	50.2	37.8	253.5	66.2	63.5	22.4	226.9	85.3	57.0	32.2	707.1	60.5	145.0	13.4
SODE	144.4	119.8	22.6	24.9	289.0	63.8	54.3	17.9	328.0	135.7	72.6	25.1	213.1	106.5	54.8	23.7	226.0	26.4	78.2	12.4	196.1	182.2	56.3	20.1	197.8	33.3	71.2	24.8	186.8	80.0	51.6	38.3	286.1	49.2	27.9	23.6	301.0	80.7	33.1	20.5
SPRL1	296.1	25.6	7.3	15.1	77.8	51.5	55.2	13.1	1371.7	30.6	10.7	24.8	268.9	31.5	13.2	14.8	145.8	9.7	24.6	12.2	181.8	71.9	25.2	16.7	190.4	4.4	37.8	36.6	83.1	13.0	29.2	14.7	394.4	43.3	36.7	16.2	230.0	44.5	9.5	20.2
SRP14	205.5	70.5	33.6	99.8	112.9	97.9	56.7	53.8	162.6	73.1	23.9	67.2	221.1	31.04575855210822	27.4	123.5	239.4	30.426713211313793	54.6	200.5	98.2	72.0	29.8	41.6	375.0	37.0	110.1	132.6	113.5	18.5	161.0	165.7	247.4	51.6	44.4	14.7	177.1	152.3	35.750730935793705	33.2
TAGL2	671.0	41.5	39.1	37.3	222.3	122.6	48.3	23.4	315.0	70.4	67.4	22.6	447.1	7.2	24.6	30.6	269.3	4.8	40.7	38.4	103.0	117.7	33.5	46.6	299.4	12.2	102.6	77.3	110.8	11.5	47.0	71.9	76.4	39.3	22.2	29.9	154.2	73.9	9.5	17.6
TARSH	25.0	111.2	128.2	88.7	39.2	103.5	110.6	122.5	66.0	281.6	96.8	99.5	31.6	90.8	129.2	180.7	46.8	49.1	128.6	66.4	54.8	151.6	79.3	62.4	39.7	96.0	133.1	90.7	74.7	48.5	111.9	100.2	158.0	140.5	111.4	85.5	94.0	86.9	145.9	139.0
TENA	24.8	3.4	13.2	383.4	5.1	50.4	58.3	373.5	9.7	9.4	99.9	305.2	6.7	12.1	63.7	302.9	14.0	2.9	30.5	238.8	6.0	10.0	27.4	373.0	7.1	4.5	22.5	315.0	3.6	2.9	24.1	265.9	12.0	9.0	177.5	293.2	16.7	9.2	67.1	345.4
TENX	152.2	211.0	179.9	95.7	13.6	53.7	82.0	98.0	53.0	116.5	131.1	110.4	29.7	41.3	169.2	135.2	84.0	72.7	161.3	109.8	44.9	87.9	183.2	77.5	43.5	114.8	64.3	170.6	92.9	51.7	121.1	88.2	135.4	102.0	121.1	79.0	61.5	56.4	89.7	114.2
THIO	329.3	95.7	10.7	41.4	133.4	85.9	82.4	49.6	222.6	117.6	96.8	41.6	301.5	91.4	50.8	39.5	333.6	35.6	80.2	71.4	187.0	104.5	17.8	12.8	177.2	58.6	149.7	67.4	105.1	37.4	74.4	51.4	152.6	45.9	53.9	59.9	233.3	37.1	19.9	43.2
THSD4	241.6	253.5	69.9	10.1	79.5	84.7	85.1	1.1	161.5	458.0	113.4	4.223021985032418	68.1	215.5	40.9	2.0	86.8	41.6	73.8	0.4	69.1	403.4	44.6	2.0	149.1	191.4	168.4	11.0	72.9	151.5	64.3	2.1	99.4	134.4	37.3	1.2	44.0	185.6	78.1	2.9
TIMP3	16.1	15.7	22.8	104.9	58.9	242.0	118.8	89.0	81.3	52.8	164.4	44.8	55.7	344.7	138.8	83.1	39.6	37.3	44.8	39.3	206.4	33.7	143.3	33.6	37.0	26.0	102.6	60.4	85.2	79.9	34.3	79.0	180.6	108.7	171.6	219.1	156.3	63.7	323.6	60.0
TINAL	112.6	102.9	71.1	32.7	136.5	80.0	174.9	26.8	78.9	194.6	209.7	33.5	126.3	232.1	89.3	28.3	89.8	63.4	100.5	34.0	92.4	113.5	106.5	12.0	72.8	83.5	164.5	33.2	81.9	158.9	110.6	29.3	91.9	155.0	191.7	36.1	89.8	110.9	223.4	24.2
TRYB2	25.3	80.307080821344	127.0	168.2	1.3	92.2	92.3	112.3	26.3	45.1	179.7	159.4	11.5	91.1	67.3	307.6	44.8	25.4	101.0	158.8	26.8	15.2	31.4	73.6	36.2	46.7	33.3	299.0	47.3	76.4	41.2	106.8	229.1	291.9	188.5	232.5	60.7	41.0	212.8	73.0
TTHY	200.0	57.8	39.3	29.5	152.1	127.8	28.2	7.6	328.8	46.4	21.3	7.7	211.4	50.2	45.9	16.4	283.2	500.5	19.5	27.4	323.4	56.8	22.1	4.4	191.7	62.9	71.5	18.5	140.2	61.4	45.7	16.2	295.8	46.9	37.4	10.9	150.4	193.8	37.9	11.0
VTDB	254.1	13.7	10.6	38.1	133.3	73.0	38.4	4.8	237.1	12.4	3.6	23.2	168.7	19.6	57.3	47.9	466.0	175.5	26.3	87.5	735.9	39.9	33.42307911744427	41.8	66.8	11.0	59.0	47.9	59.1	28.9	13.0	25.4	279.7	8.0	9.8	23.7	560.8	39.1	26.7	32.5
VTNC	276.2	67.9	28.3	28.8	200.2	53.5	57.6	30.6	303.4	100.4	75.1	26.5	189.9	95.1	72.3	24.5	172.1	37.9	25.3	23.6	344.8	46.6	52.0	8.3	96.4	40.6	66.4	28.9	164.7	55.8	59.7	28.6	290.1	59.9	86.0	29.0	249.2	274.1	98.1	31.6
VWA1	49.0	6.3	8.4	226.1	99.3	36.2	75.9	274.0	28.5	12.7	35.3	368.9	64.9	33.6	91.5	294.6	61.3	18.51648704178297	44.5	272.2	22.6	4.7	108.8	176.0	39.769307083742916	3.5	33.3	305.4	30.5	18.7	25.8	275.4	31.1	57.9	72.5	365.7	65.6	13.3	27.9	277.8
WISP2	134.8	50.8	95.2	107.5	42.2	88.9	188.3	63.7	143.3	40.3	59.9	53.8	101.8	122.0	70.6	55.3	250.9	45.3	74.2	48.3	158.0	16.3	71.1	41.9	226.2	70.4	84.4	87.3	148.6	54.9	61.0	103.8	201.6	77.6	135.0	64.0	148.6	138.5	250.2	23.3
ICAL	160.6	137.0	143.9	14.5	95.8	43.2	65.2	15.8	238.8	91.7	120.6	36.4	182.7	50.1	46.1	32.0	273.6	60.7	145.6	17.7	88.1	74.3	130.5	36.3	365.6	29.6	26.4	110.8	168.5	91.6	160.9	67.6	179.1	36.8	57.9	8.8	222.8	117.2	37.0	18.4
CRIP2	105.8	91.2	171.7	18.8	75.2	95.1	206.0	9.2	69.5	79.7	160.0	6.9	106.4	73.5	185.2	21.7	86.8	90.5	219.4	21.3	35.7	139.9	335.8	19.3	148.8	169.1	50.0	27.6	52.0	162.2	245.0	22.7	52.6	171.4	115.7	4.9	71.4	116.7	132.1	33.1
IGHM	70.6	83.3	115.1	26.8	34.2	68.8	108.3	28.9	42.3	55.7	125.3	21.5	29.4	238.1	175.4	38.7	25.6	248.6	120.7	122.0	207.8	74.6	323.2	56.7	54.1	87.5	46.3	88.6	51.3	316.6	171.3	91.6	49.0	199.1	67.1	39.7	48.9	52.7	114.3	80.5
ITA1	136.5	29.1	5.8	120.3	181.5	152.1	45.9	140.6	70.1	129.0	58.7	74.3	226.4	94.9	39.8	71.4	174.0	3.8	8.9	102.2	148.7	353.1	16.7	172.0	55.3	3.9	277.5	63.0	41.6	51.1	2.8	99.7	114.8	34.2	59.9	259.8	177.9	75.9	14.2	112.5
ITA8	171.4	84.5	46.9	56.7	188.3	122.9	109.7	28.5	206.4	103.8	83.2	36.5	210.8	121.5	85.2	24.6	186.4	117.8	78.7	44.8	261.0	196.3	92.1	47.5	85.4	64.0	110.6	61.0	76.1	135.1	110.3	52.5	118.4	83.3	47.3	29.0	131.8	72.6	71.2	46.1
ITAV	543.1	46.5	11.0	15.4	232.4	74.7	27.7	37.5	290.4	107.9	52.4	3.7	469.5	39.6	45.4	29.0	230.7	3.6	5.9	37.0	306.7	306.1	24.0	34.9	83.1	4.8	204.5	44.3	81.1	15.2	16.3	28.5	114.2	18.9	43.7	20.6	200.5	104.8	28.1	16.4
ITB1	201.8	15.1	5.7	81.1	370.8	86.1	20.5	71.5	226.9	69.5	26.7	57.1	509.2	20.5	16.0	126.4	307.5	14.854796700940382	14.8	78.0	363.1	161.2	18.0	99.2	157.5	6.2	101.1	20.3	93.2	9.7	11.8	61.4	61.4	21.6	13.4	123.2	244.2	31.6	10.3	86.4
ILK	110.8	37.9	2.0	184.7	91.1	85.4	33.5	204.9	128.2	124.0	51.6	250.9	138.5	12.3	9.7	233.5	158.0	25.721016048188577	38.7	94.5	205.9	105.7	15.4	156.6	97.4	10.4	70.1	72.6	92.3	5.1	18.8	101.7	155.5	34.6	19.3	188.1	136.1	129.2	8.9	386.2
NEST	56.5	124.5	85.4	164.6	51.6	27.9	37.9	232.8	40.6	187.0	96.8	192.3	36.1	89.7	62.8	195.4	24.7	69.4	57.5	162.8	39.3	43.3	29.6	200.0	53.0	77.0	34.0	301.3	75.3	115.1	37.0	176.8	49.2	53.2	52.7	215.8	33.5	62.9	56.1	298.9
PRDX1	208.4	65.7	34.4	44.9	156.0	114.7	173.6	54.0	165.6	103.3	117.3	60.6	209.0	67.2	84.4	53.8	172.8	25.7	99.7	70.9	147.6	148.6	105.4	39.4	124.4	48.1	126.1	66.9	111.8	72.5	69.7	62.8	147.4	114.0	68.0	67.3	189.9	96.0	68.1	43.9
PRDX2	207.6	54.9	18.3	75.8	131.1	154.5	110.6	104.3	178.3	132.3	91.7	67.0	184.8	37.9	87.3	106.0	157.2	34.0	68.0	86.3	120.1	93.9	60.9	104.3	74.6	20.7	222.7	91.6	104.4	63.8	41.9	100.6	151.5	87.5	79.7	71.4	203.3	63.1	58.1	98.3
PRDX5	190.0	124.9	96.7	74.8	37.8	193.4	70.1	101.9	172.8	59.2	54.5	69.3	161.1	21.5	66.0	35.2	177.2	93.7	81.8	120.4	88.9	134.9	118.0	336.1	152.6	49.9	131.1	82.0	75.6	22.4	42.6	87.2	113.6	106.8	51.2	56.0	167.0	28.9	94.6	58.5
LRP1	216.3	10.1	5.9	94.2	409.6	42.9	7.260061368756961	40.2	237.6	246.4	3.7	18.0	317.2	29.3	17.0	43.5	258.7	28.2	5.630048831688031	48.9	365.4	244.7	2.7	105.5	28.6	12.5	240.8	59.4	51.1	3.7	8.6	35.4	199.4	9.7	3.2	107.0	304.9	39.5	6.2	103.9
TGM2	99.2	49.0	38.0	46.8	115.5	233.1	159.7	31.9	49.9	211.7	164.6	44.5	136.5	35.2	82.5	47.1	339.6	12.0	59.5	160.0	169.8	343.1	49.1	60.0	32.3	42.8	287.7	31.1	40.0	45.9	64.6	81.6	81.9	68.8	73.4	66.9	164.4	92.1	49.1	39.2
SERPH	318.5	19.6	16.2	140.5	136.6	129.7	83.1	93.1	191.7	68.2	76.6	135.6	191.2	10.2	51.6	169.9	192.4	12.5	44.0	168.8	167.5	83.2	31.1	205.7	70.4	14.1	107.2	126.2	105.3	15.3	19.5	109.9	180.0	78.8	36.0	62.2	83.8	71.6	22.0	160.2
TAGL	110.0	23.1	20.7	16.7	39.3	1059.7	263.5	10.5	166.4	26.8	35.2	9.2	101.8	23.7	39.0	17.7	106.0	35.9	93.3	23.7	45.4	32.9	115.6	36.5	151.4	61.0	525.2	49.1	38.5	37.6	65.3	26.9	68.0	317.6	55.3	13.2	52.4	42.5	28.0	15.5
